"id","name","slug","brand","category","strain","thc","cbd","lab_test"
"4277","Brownie - Black & White","suspiciously-delicious-brownie-black-white","Suspiciously Delicious","Edibles,","Jack Herer",,,
"4278","Lemon Lozenge","delta-11-lemon-lozenge","Delta 11","Edibles,Candy,","Jack Herer","60mg",,
"4279","Green Apple Lozenge","delta-11-green-apple-lozenge","Delta 11","Edibles,Candy,","Jack Herer","60mg",,
"4280","Butterscotch Blondie Extra Strength","delta-11-butterscotch-blondie-extra-strength","Delta 11","Edibles,","Jack Herer","420mg",,
"4281","4 Pack White Caps","eat-me-caps-4-pack-white-caps","Eat Me Caps","Edibles,Pill","Jack Herer","244mg",,
"4282","Buttermint","ambrosia-creamery-buttermint","Ambrosia Creamery",,"Jack Herer","50mg",,
"4283","Raspberry Lambie","ambrosia-creamery-raspberry-lambie","Ambrosia Creamery",,"Jack Herer","50mg",,
"4284","Chocolate Rice Krispy","tasteez-chocolate-rice-krispy","Tasteez","Edibles,Snack,","Jack Herer","142.80mg","3.20mg",
"4285","Strawberry Rice Krispy","tasteez-strawberry-rice-krispy","Tasteez","Edibles,Snack,","Jack Herer","142.80mg","3.20mg",
"4286","Sweet Hibiscus Caramel (25mg)","choose-love-sweet-hibiscus-caramel-25mg_1","Choose Love","Edibles,Candy,","Jack Herer","25mg",,
"4287","Trichome Toffee Crunch - 180mg Indica","baked-trichome-toffee-crunch-180mg-indica","Baked","Edibles,Chocolate,","Jack Herer","180mg",,
"4288","Doobie Snacks","og-steve-doobie-snacks","OG Steve","Edibles,Chocolate,","Jack Herer",,,
"4289","Cold-Pressed Coffee","tahoe-herbal-company-cold-pressed-coffee","Tahoe Herbal Company","Edibles,Drink,","Jack Herer","80mg",,
"4290","Strawberry Fields","tahoe-herbal-company-strawberry-fields","Tahoe Herbal Company","Edibles,Chocolate,","Jack Herer","60mg",,
"4291","Estimated Pistachio","tahoe-herbal-company-estimated-pistachio","Tahoe Herbal Company","Edibles,Chocolate,","Jack Herer","60mg",,
"4292","Raspberry Beret ","tahoe-herbal-company-raspberry-beret","Tahoe Herbal Company","Edibles,Chocolate,","Jack Herer","60mg",,
"4293","Blueberry Hill Chocolate Bar","tahoe-herbal-company-blueberry-hill-chocolate-bar","Tahoe Herbal Company","Edibles,Chocolate,","Jack Herer","60mg",,
"4294","Dark Star Chocolate Bar","tahoe-herbal-company-dark-star-chocolate-bar","Tahoe Herbal Company","Edibles,Chocolate,","Jack Herer","60mg",,
"4295","Thumbprint Cookies - 2 Pack","tahoe-herbal-company-thumbprint-cookies-2-pack","Tahoe Herbal Company","Edibles,","Jack Herer","60mg",,
"4296","THC Capsules - 5 ct","amazing-herbal-creations-thc-capsules-5-ct","Amazing Herbal Creations","Edibles,Pill","Jack Herer",,,
"4297","CBD Capsules - 5 ct","amazing-herbal-creations-cbd-capsules-5-ct","Amazing Herbal Creations","Edibles,Pill","Jack Herer",,,
"4298","Cannabis Tincture - Alcohol Based","tahoe-herbal-company-cannabis-tincture-alcohol-based","Tahoe Herbal Company","Tincture,","Jack Herer","300mg",,
"4299","Slumper Bar","dee-dee-s-slumper-bars-slumper-bar","Dee Deeâ€™s Slumper Bars","Edibles,Snack,","Jack Herer","125mg",,
"4300","Big Girl Cookie","house-of-dank-big-girl-cookie","House of Dank","Edibles,","Jack Herer",,,
"4301","Sour Cherry Pips - Indica (25mg)","altai-brands-sour-cherry-pips-indica-25mg","Altai Brands","Edibles,Snack,","Jack Herer","300mg",,
"4302","Sour Cherry Pips - Indica (10mg)","altai-brands-sour-cherry-pips-indica-10mg","Altai Brands","Edibles,Snack,","Jack Herer","120mg",,
"4303","1:1 CBD-Rich Soft Gels - 5 Pack","care-by-design-1-1-cbd-rich-soft-gels-5-pack","Care By Design","Edibles,Pill","Jack Herer","53mg","52mg",
"4304","Love Bombs - Chocolate, Coconut & Banana Mini Cakes","sacred-medicinals-joy-love-bombs-chocolate-coconut-banana-mini-cakes","Sacred Medicinals (JOYâ„¢)","Edibles,","Jack Herer","200mg",,
"4305","3X Caramels - Maple Nut ","butter-brothers-3x-caramels-maple-nut","Butter Brothers","Edibles,Candy,","Jack Herer","55.70mg",,
"4306","Pecan Fudge","baked-by-coco-pecan-fudge","Baked by coco","Edibles,","Jack Herer",,,
"4307","CBD Rich Oil Tincture 1oz","pure-plant-herbals-cbd-rich-oil-tincture-1oz","Pure Plant Herbals","Tincture,","Jack Herer",,,
"4308","CBD Rich Oil Tincture 2oz","pure-plant-herbals-cbd-rich-oil-tincture-2oz","Pure Plant Herbals","Tincture,","Jack Herer",,,
"4309","CBD Oil Tincture 2oz","pure-plant-herbals-cbd-oil-tincture-2oz","Pure Plant Herbals","Tincture,","Jack Herer",,,
"4310","CBD Oil Tincture 1oz","pure-plant-herbals-cbd-oil-tincture-1oz","Pure Plant Herbals","Tincture,","Jack Herer",,,
"4311","Peanut Butter Fudge","house-of-dank-peanut-butter-fudge","House of Dank","Edibles,Chocolate,","Jack Herer","100mg",,
"4312","Peanut Butter Chunk Cookie","house-of-dank-peanut-butter-chunk-cookie","House of Dank","Edibles,","Jack Herer","100mg",,
"4313","Reefers PB Cups","reefers-reefers-pb-cups","Reefers","Edibles,Chocolate,","Jack Herer","141.40mg","2.70mg",
"4314","Trufflettes","suspiciously-delicious-trufflettes","Suspiciously Delicious","Edibles,Chocolate,","Jack Herer",,,
"4315","Muddie Buddies","suspiciously-delicious-muddie-buddies","Suspiciously Delicious","Edibles,Snack,","Jack Herer",,,
"4316","Kannabucha","tahoe-herbal-company-kannabucha","Tahoe Herbal Company","Edibles,Drink,","Jack Herer","30mg",,
"4317","Fruity Rice Crispy","butter-brothers-fruity-rice-crispy","Butter Brothers","Edibles,Snack,","Jack Herer",,,
"4318","Sour Patch Zombies - Sativa (300mg)","glowing-buddha-sour-patch-zombies-sativa-300mg","Glowing Buddha","Edibles,Candy,","Jack Herer","300mg",,
"4319","Mint Cookies","shaman-healers-mint-cookies","Shaman Healers","Edibles,","Jack Herer",,,
"4320","Cherry Bomb Brownie","heavenly-sweet-cherry-bomb-brownie","Heavenly Sweet","Edibles,","Jack Herer",,,
"4321","Tropical Chili Lime - Hard Candy","530-edibles-tropical-chili-lime-hard-candy","530 Edibles","Edibles,Candy,","Jack Herer","70mg","12mg",
"4322","Orange CremÃ© - Hard Candy","530-edibles-orange-creme-hard-candy","530 Edibles","Edibles,Candy,","Jack Herer","70mg","12mg",
"4323","Root Beer Float - Hard Candy","530-edibles-root-beer-float-hard-candy","530 Edibles","Edibles,Candy,","Jack Herer","70mg","12mg",
"4324","Sour Punch - Hard Candy","530-edibles-sour-punch-hard-candy","530 Edibles","Edibles,Candy,","Jack Herer","70mg","12mg",
"4325","Cinna-Melon - Hard Candy","530-edibles-cinna-melon-hard-candy","530 Edibles","Edibles,Candy,","Jack Herer","70mg","12mg",
"4326","Raspberry Ganache Bon Bons (6pk)","530-edibles-raspberry-ganache-bon-bons-6pk","530 Edibles","Edibles,Chocolate,","Jack Herer",,,
"4327","Raspberry Ganache Bon Bons (2pk)","530-edibles-raspberry-ganache-bon-bons-2pk","530 Edibles","Edibles,Chocolate,","Jack Herer",,,
"4328","Passionfruit Ganache Bon Bons (6pk)","530-edibles-passionfruit-ganache-bon-bons-6pk","530 Edibles","Edibles,Chocolate,","Jack Herer",,,
"4329","Campfire Bar","530-edibles-campfire-bar","530 Edibles","Edibles,","Jack Herer",,,
"4330","7 Layer Bar","530-edibles-7-layer-bar","530 Edibles","Edibles,","Jack Herer",,,
"4331","Cirtus Bar - Blood Orange","530-edibles-cirtus-bar-blood-orange","530 Edibles","Edibles,","Jack Herer",,,
"4332","Citrus Bar - Lemon","530-edibles-citrus-bar-lemon","530 Edibles","Edibles,","Jack Herer",,,
"4333","Chocolate Chip Cookies","shaman-healers-chocolate-chip-cookies","Shaman Healers","Edibles,","Jack Herer","80mg",,
"4334","Afgooey Brownie","shaman-healers-afgooey-brownie","Shaman Healers","Edibles,","Jack Herer","80mg",,
"4335","Purple Pecan Mini Pies","shaman-healers-purple-pecan-mini-pies","Shaman Healers","Edibles,","Jack Herer","80mg",,
"4336","Strawberry Lemon Haze Cake","shaman-healers-strawberry-lemon-haze-cake","Shaman Healers","Edibles,","Jack Herer","80mg",,
"4337","Strawberry Kush Cake","shaman-healers-strawberry-kush-cake","Shaman Healers","Edibles,","Jack Herer","80mg",,
"4338","Lemon Skunk Cake","shaman-healers-lemon-skunk-cake","Shaman Healers","Edibles,","Jack Herer","80mg",,
"4339","Lozenge Pop - Cherry","lolle-zing-lozenge-pop-cherry","Lolle-Zing","Edibles,Candy,","Jack Herer","40mg",,
"4340","Lozenge Pop - Coffee Caramel","lolle-zing-lozenge-pop-coffee-caramel","Lolle-Zing","Edibles,Candy,","Jack Herer","40mg",,
"4341","Lozenge Pop - Orange","lolle-zing-lozenge-pop-orange","Lolle-Zing","Edibles,Candy,","Jack Herer","40mg",,
"4342","Lozenge Pop - Melon","lolle-zing-lozenge-pop-melon","Lolle-Zing","Edibles,Candy,","Jack Herer","40mg",,
"4343","Chocolate Dipped Crunch Cookie","strictly-edibles-chocolate-dipped-crunch-cookie","Strictly Edibles","Edibles,","Jack Herer","300mg",,
"4344","Red Velvet Mini Donut","strictly-edibles-red-velvet-mini-donut","Strictly Edibles","Edibles,","Jack Herer","300mg",,
"4345","Red Velvet TOMI Cake","strictly-edibles-red-velvet-tomi-cake","Strictly Edibles","Edibles,","Jack Herer","500mg",,
"4346","Red Velvet Cookie","strictly-edibles-red-velvet-cookie","Strictly Edibles","Edibles,","Jack Herer","100mg",,
"4347","Cherry Pie Hash Bar","red-seal-cowboy-cherry-pie-hash-bar","Red Seal (Cowboy)","Edibles,Chocolate,","Jack Herer",,,
"4348","Sunny Seeds - Salty Ocean","pura-vida-sunny-seeds-salty-ocean","Pura Vida","Edibles,Snack,","Jack Herer","250mg",,
"4349","Sunny Seeds - Cinnamaple","pura-vida-sunny-seeds-cinnamaple","Pura Vida","Edibles,Snack,","Jack Herer","250mg",,
"4350","Raspberry Candy Chew","cowgirl-confections-raspberry-candy-chew","Cowgirl Confections","Edibles,Candy,","Jack Herer",,,
"4351","Righteous Bite","cannabis-kitchen-righteous-bite","Cannabis Kitchen","Edibles,","Jack Herer",,,
"4352","Streusel - Blueberry","butter-brothers-streusel-blueberry","Butter Brothers","Edibles,","Jack Herer","113mg",,
"4353","Mystic Mango Medicated Elixir","cannariginals-mystic-mango-medicated-elixir","Cannariginals","Tincture,","Jack Herer","140mg","280mg",
"4354","THC Syrup - Fruit Punch (750mg)","qualitech-thc-syrup-fruit-punch-750mg","Qualitech",,"Blue Dream","750mg",,
"4355","THC Syrup - Cherry Lime (750mg)","qualitech-thc-syrup-cherry-lime-750mg","Qualitech",,"Blue Dream","750mg",,
"4356","THC Syrup - Black Cherry (750mg)","qualitech-thc-syrup-black-cherry-750mg","Qualitech",,"Blue Dream","750mg",,
"4357","White Chocolate Macadamia Blondie","koala-t-eddies-white-chocolate-macadamia-blondie","Koala T. Eddies","Edibles,","Blue Dream","330mg",,
"4358","Peach Rings - Sativa (300mg)","glowing-buddha-peach-rings-sativa-300mg","Glowing Buddha","Edibles,Candy,","Blue Dream","300mg",,
"4359","Peach Rings - Indica (300mg)","glowing-buddha-peach-rings-indica-300mg","Glowing Buddha","Edibles,Candy,","Blue Dream","300mg",,
"4360","Sour Bears - Indica (300mg)","glowing-buddha-sour-bears-indica-300mg","Glowing Buddha","Edibles,Candy,","Blue Dream","300mg",,
"4361","Sour Bears - Sativa (300mg)","glowing-buddha-sour-bears-sativa-300mg","Glowing Buddha","Edibles,Candy,","Blue Dream","300mg",,
"4362","Baked Bees - 80mg","gold-drop-baked-bees-80mg","Gold Drop",,"Blue Dream",,,
"4363","Mochaccino (500mg)","glowing-buddha-mochaccino-500mg","Glowing Buddha","Edibles,Drink,","Blue Dream","500mg",,
"4364","Choco-Latte (300mg)","glowing-buddha-choco-latte-300mg","Glowing Buddha","Edibles,Drink,","Blue Dream","300mg",,
"4365","Canna-Doo - Fruit Tang - Sativa","jolly-meds-canna-doo-fruit-tang-sativa","Jolly Meds",,"Blue Dream","200mg",,
"4366","Canna-Doo - Fruit Tang  - Indica","jolly-meds-canna-doo-fruit-tang-indica","Jolly Meds",,"Blue Dream","200mg",,
"4367","Juice","cookies-edibles-concentrates-juice","Cookies Edibles & Concentrates","Edibles,Drink,","Blue Dream","160mg",,
"4368","Brownie Bites","cookies-edibles-concentrates-brownie-bites","Cookies Edibles & Concentrates","Edibles,","Blue Dream","80mg",,
"4369","THC Caps 120mg","cookies-edibles-concentrates-thc-caps-120mg","Cookies Edibles & Concentrates","Edibles,Pill","Blue Dream","120mg",,
"4370","Rice Krispies","cookies-edibles-concentrates-rice-krispies","Cookies Edibles & Concentrates","Edibles,Snack,","Blue Dream","160mg",,
"4371","Rick Simpson Caps - Hybrid - 10mg","delta-11-rick-simpson-caps-hybrid-10mg","Delta 11","Edibles,Pill","Blue Dream","10mg",,
"4372","Rick Simpson Caps - CBD 25mg","delta-11-rick-simpson-caps-cbd-25mg","Delta 11","Edibles,Pill","Blue Dream","12.50mg","12.50mg",
"4373","M&M Cake Pop - Sativa","delta-11-m-m-cake-pop-sativa","Delta 11","Edibles,","Blue Dream","60mg",,
"4374","M&M Cake Pop - Indica","delta-11-m-m-cake-pop-indica","Delta 11","Edibles,","Blue Dream","60mg",,
"4375","M&M Blondie - Sativa","delta-11-m-m-blondie-sativa","Delta 11","Edibles,","Blue Dream","40mg",,
"4376","M&M Blondie - Indica","delta-11-m-m-blondie-indica","Delta 11","Edibles,","Blue Dream","40mg",,
"4377","Fudgy Chocolate Brownie - Sativa","delta-11-fudgy-chocolate-brownie-sativa","Delta 11","Edibles,","Blue Dream","30mg",,
"4378","Fudgy Chocolate Brownie - Indica","delta-11-fudgy-chocolate-brownie-indica","Delta 11","Edibles,","Blue Dream","30mg",,
"4379","Chocolate Sprinkle Cake Pop - Sativa","delta-11-chocolate-sprinkle-cake-pop-sativa","Delta 11","Edibles,","Blue Dream",,,
"4380","Chocolate Sprinkle Cake Pop - Indica","delta-11-chocolate-sprinkle-cake-pop-indica","Delta 11","Edibles,","Blue Dream","60mg",,
"4381","Butterfinger Cake Pop - Sativa","delta-11-butterfinger-cake-pop-sativa","Delta 11","Edibles,","Blue Dream","60mg",,
"4382","Butterfinger Cake Pop - Indica","delta-11-butterfinger-cake-pop-indica","Delta 11","Edibles,","Blue Dream","60mg",,
"4383","Soda - Strawberry Wedding Cake","kushtown-soda-strawberry-wedding-cake","Kushtown","Edibles,Drink,","Wedding Cake (Pink Cookies)",,,
"4384","Soda - Kosher OG Kola","kushtown-soda-kosher-og-kola","Kushtown","Edibles,Drink,","Kosher Kush",,,
"4385","Liquid Drops 25:1 CBD/THC","wonder-cbd-extracts-liquid-drops-25-1-cbd-thc","Wonder CBD & Extracts","Tincture,","ACDC (AC/DC)","14mg","350mg","https://www.cannabisreports.com/lab-tests/3/3117f184ee7cb0f7b7bef1d08ab9dfd5ee218b8f.pdf"
"4386","Soda - Dr. Durban Poison","kushtown-soda-dr-durban-poison","Kushtown","Edibles,Drink,","Durban Poison",,,
"4387","Lift Bar 60MG","native-seed-creations-lift-bar-60mg","Native Seed Creations","Edibles,Snack,","Durban Poison","60mg",,
"4388","Sour Strawberry Straws - Sativa","candy-care-sour-strawberry-straws-sativa","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4389","Sour Strawberry Straws - Indica","candy-care-sour-strawberry-straws-indica","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4390","Watermelon Candy Sativa - 400mg","candy-care-watermelon-candy-sativa-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4391","Watermelon Candy Indica - 400mg","candy-care-watermelon-candy-indica-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4392","Sweet & Sours Indica - 400mg","candy-care-sweet-sours-indica-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4393","Sweet & Sours Sativa - 400mg","candy-care-sweet-sours-sativa-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4394","Gummie Bear Sativa - 400mg","candy-care-gummie-bear-sativa-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4395","Gummie Bear Indica - 400mg","candy-care-gummie-bear-indica-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4396","Gummie Worms Sativa - 400mg","candy-care-gummie-worms-sativa-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4397","Gummie Worms Indica - 400mg","candy-care-gummie-worms-indica-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4398","Cherry Bites Gummies Sativa - 400mg","candy-care-cherry-bites-gummies-sativa-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4399","Cherry Bites Gummies Indica - 400mg","candy-care-cherry-bites-gummies-indica-400mg","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4400","Gummie Rings - Sativa","candy-care-gummie-rings-sativa","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4401","PM Oil Tincture 1oz","pure-plant-herbals-pm-oil-tincture-1oz","Pure Plant Herbals","Tincture,","Durban Poison",,,
"4402","PM Oil Tincture .5oz","pure-plant-herbals-pm-oil-tincture-5oz","Pure Plant Herbals","Tincture,","Durban Poison",,,
"4403","AM Oil Tincture 1oz","pure-plant-herbals-am-oil-tincture-1oz","Pure Plant Herbals","Tincture,","Durban Poison",,,
"4404","AM Oil Tincture .5oz","pure-plant-herbals-am-oil-tincture-5oz","Pure Plant Herbals","Tincture,","Durban Poison",,,
"4405","GM Oil Tincture 1oz ","pure-plant-herbals-gm-oil-tincture-1oz","Pure Plant Herbals","Tincture,","Durban Poison",,,
"4406","GM Oil Tincture .5oz","pure-plant-herbals-gm-oil-tincture-5oz","Pure Plant Herbals","Tincture,","Durban Poison",,,
"4407","Gummie Rings - Indica","candy-care-gummie-rings-indica","Candy Care","Edibles,Candy,","Durban Poison","400mg",,
"4408","Blueberry Bliss Morsel","morsel-bakery-blueberry-bliss-morsel","Morsel Bakery","Edibles,Snack,","Durban Poison","80mg",,
"4409","Grape Koolaid","tasty-high-creations-grape-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4410","Watermelon Koolaid","tasty-high-creations-watermelon-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4411","Black Cherry","tasty-high-creations-black-cherry","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4412","Pink Lemonade Koolaid","tasty-high-creations-pink-lemonade-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4413","Blue Raspberry Lemonade Koolaid","tasty-high-creations-blue-raspberry-lemonade-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4414","Pinkberry Koolaid","tasty-high-creations-pinkberry-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4415","Sharkleberry Koolaid","tasty-high-creations-sharkleberry-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4416","Strawberry Koolaid","tasty-high-creations-strawberry-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4417","Green Apple Koolaid","tasty-high-creations-green-apple-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4418","Peach Mango Koolaid","tasty-high-creations-peach-mango-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4419","Berry Blue Koolaid","tasty-high-creations-berry-blue-koolaid","Tasty High Creations","Edibles,Drink,","Durban Poison",,,
"4420","OG Kush Tincture","wunder-fruit-foods-og-kush-tincture","Wunder Fruit Foods","Tincture,","OG Kush",,,
"4421","Breath Spray (CBD Rich) 20:1 Ratio","wunder-fruit-foods-breath-spray-cbd-rich-20-1-ratio","Wunder Fruit Foods",,"OG Kush",,,
"4422","Kind Drops (CBD) - 300mg","kind-medicine-kind-drops-cbd-300mg","Kind Medicine","Tincture,","OG Kush",,"300mg",
"4423","Kind Drops (CBD) - 150mg","kind-medicine-kind-drops-cbd-150mg","Kind Medicine","Tincture,","OG Kush",,"150mg",
"4424","Rhino Pellet Cookie","rhino-pellet-cookie-rhino-pellet-cookie","Rhino Pellet Cookie","Edibles,","OG Kush","30mg",,
"4425","CBD Balanced Drops","alive-botanicals-cbd-balanced-drops","Alive Botanicals","Tincture,","OG Kush","175mg","175mg",
"4426","CBD Balanced Spray","alive-botanicals-cbd-balanced-spray","Alive Botanicals","Tincture,","OG Kush","175mg","175mg",
"4427","CBD Abundant Drops","alive-botanicals-cbd-abundant-drops","Alive Botanicals","Tincture,","OG Kush",,"350mg",
"4428","CBD Abundant Spray","alive-botanicals-cbd-abundant-spray","Alive Botanicals","Tincture,","OG Kush",,"350mg",
"4429","CBD + 6 Pack","americann-gummicares-cbd-6-pack","Americann GummiCares","Edibles,Candy,","OG Kush",,,
"4430","Sativa Energy Bar","baked-bk-sativa-energy-bar","Baked (BK)","Edibles,Snack,","OG Kush",,,
"4431","Savory Mix 6 oz","baked-bk-savory-mix-6-oz","Baked (BK)","Edibles,Snack,","OG Kush",,,
"4432","Granola Nugs","baked-bk-granola-nugs","Baked (BK)","Edibles,Snack,","OG Kush",,,
"4433","Bacon Cheddar Quiche","thcafe-bacon-cheddar-quiche","THCafe","Edibles,","OG Kush","200mg",,
"4434","THCheesecake - Chocolate","thcafe-thcheesecake-chocolate","THCafe","Edibles,","OG Kush","200mg",,
"4435","THCheesecake - Cherry","thcafe-thcheesecake-cherry","THCafe","Edibles,","OG Kush","200mg",,
"4436","THCheesecake - Plain","thcafe-thcheesecake-plain","THCafe","Edibles,","OG Kush","200mg",,
"4437","THCheesecake - Blueberry","thcafe-thcheesecake-blueberry","THCafe","Edibles,","OG Kush","200mg",,
"4438","Eggnog","thcafe-eggnog","THCafe","Edibles,Drink,","OG Kush","35mg",,
"4439","Ganja Mango Lassi","thcafe-ganja-mango-lassi","THCafe","Edibles,Drink,","OG Kush","35mg",,
"4440","THChai","thcafe-thchai","THCafe","Edibles,Drink,","OG Kush","35mg",,
"4441","THCoffee","thcafe-thcoffee","THCafe","Edibles,Drink,","OG Kush","35mg",,
